resource_id,name,agency,description,contact,n_downloads,category,percent_datatypes,percent_descriptions
4tdt-h5f6,2017 - 2018 Co-Location Report,Department of Education (DOE),Academic and demographic information on co-located schools,,310,Education,1.0,0.0
4snd-in5m,2015 2016 EMS Transports Final Student Date Of Birth,Department of Education (DOE),EMS Transports by Student Date of Birth,,906,Education,1.0,0.0
eyk3-bhe9,2015-16 Local Law 15 Health Data - K-12 Health Instructors,Department of Education (DOE),,,773,Education,1.0,0.0
x3kb-2vbv,2015-2016 Class Size Report - Pupil To Teacher Ratio,Department of Education (DOE),Class Size Report - Pupil To Teacher Ratio,,616,Education,1.0,0.0
uwmn-v7un,Golf Courses,Department of Parks and Recreation (DPR),"This dataset consists of golf courses under the jurisdiction of NYC Parks. For more information about golf in NYC Parks visit https://www.nycgovparks.org/facilities/golf
 
This dataset uses the standard NYC projection of NAD_1983_StatePlane_New_York_Long_Island_FIPS_3104_Feet. Lengths are in feet and areas in square feet.

Data Dictionary: https://docs.google.com/spreadsheets/d/1wSAFUYqCyDHxgU0qCgxeVDWRQeG_YwNF7sOBoG78FEY/edit?usp=sharing",,156,,1.0,0.0
pjwi-qd2x,Broadband Adoption and Infrastructure by State Assembly District,Office of Technology and Innovation (OTI),"Key indicators of broadband adoption, service and infrastructure in New York City by State Senate District

Data Limitations: Data accuracy is limited as of the date of publication and by the methodology and accuracy of the original sources.  The City shall not be liable for any costs related to, or in reliance of, the data contained in these datasets.",,2295,City Government,1.0,1.0
q9rw-qihz,FY2018 PMMR Agency Resources,Mayor's Office of Operations (OPS),"NYC agency resources from the FY18 Preliminary Mayor's Management Report (PMMR), including expenditures (includes all funds), personnel, revenue and paid overtime",,1447,City Government,1.0,1.0
6ayi-8khd,Pre-Complaint Resolutions,Commission on Human Rights (CCHR),The dataset contains the number of pre-complaint resolutions by the Commission separated by each calendar month.,,106,City Government,1.0,1.0
kiwq-bb5k,2017 - 2018 Guidance Counselor Report,Department of Education (DOE),"New York City Department of Education 2017 - 2018 Guidance Counselor Report
Data based on DBN, School Names and Year.",,296,Education,1.0,0.0
mq9d-au8i,2013-2014 VADIR INCIDENTS,Department of Education (DOE),Violent and Disruptive Incidents Report,,495,Education,1.0,0.0
xfsg-qhaw,2013 - 2018 District Math Results,Department of Education (DOE),District results on the New York State (NYS) Math exam,,339,Education,1.0,0.0
imfa-v5pv,2012-2013 VADIR INCIDENTS,Department of Education (DOE),Violent and Disruptive Incidents Report,,507,Education,1.0,0.0
6gzn-qtm3,2018-2019 PK For All Demographic Snapshot,Department of Education (DOE),2015-16 to 2018-19  Demographic Snapshot by Pre-K for All Site,,298,Education,1.0,0.0
ckva-rq3b,2021 Open Data Plan: FOIL Datasets,Office of Technology and Innovation (OTI),The collection of datasets identified via FOIL reporting and their respective release statuses as a part of the 2021 Open Data Plan,,273,,1.0,1.0
fb26-34vu,2011-2012 Class Size Report Borough Level Detail,Department of Education (DOE),Class Size Report Borough Level Detail,,716,Education,1.0,0.0
8xub-9477,2001-2017 Financial Analysis,Campaign Finance Board (CFB),"Financial Analysis of 2001, 2003, 2005, 2009, 2013 and 2017 Election campaigns.",,208,City Government,1.0,0.0
jzdn-258f,FY2018 PMMR Agency Services and Goals,Mayor's Office of Operations (OPS),Services and goals for agencies as defined by the Preliminary Mayor's Management Report (PMMR),,1341,City Government,1.0,1.0
cera-vfws,2015-16 Multiple Removals - Gender,Department of Education (DOE),"Students with two or more suspensions and/or removals annual report aggregated by race, district, borough, school number.",,355,Education,1.0,0.0
ywiv-5gyw,2012 D75 School Survey Data,Department of Education (DOE),"To understand the perceptions of families, students, and teachers regarding their school.  School leaders use feedback from the survey to reflect and make improvements to schools and programs. Also, results from the survey used to help measure school quality. 
Each year, all parents, teachers, and students in grades 6-12 take the NYC School Survey. The survey is aligned to the DOE's Framework for Great Schools. It is designed to collect important information about each school's ability to support student success.",,360,Education,1.0,0.0
8zxg-9a5c,NYC Business Solutions for NYCHA Residents by City Council District - Local Law 163,Department of Small Business Services (SBS),"This dataset contains information about NYC Business Solutions service, a service offered by the Department of Small Business Services (SBS) aimed at giving New Yorkers free services to start, operate and grow their businesses. Each row in the dataset represents the number of public housing residents on a City Council District-level who receive or utilize this service.
For datasets related to other services provided to NYCHA residents, view the data collection “Services available to NYCHA Residents - Local Law 163”.",,383,Social Services,1.0,1.0
rycv-p85i,NYPD Neighborhood Coordination Officer (NCO) Directory,Police Department (NYPD),"The dataset contains contact information for NYPD neighborhood coordination officers (NCOs). The NCOs serve as liaisons between the police and the community, but also as key crime-fighters and problem-solvers.  For more information please see: https://www1.nyc.gov/site/nypd/bureaus/patrol/neighborhood-coordination-officers.page",,121,Public Safety,1.0,1.0
3pzk-fyqp,2015-16 Local Law 15 Health Data K-12 Health Instructor CCD,Department of Education (DOE),,,812,Education,1.0,0.0
28et-rv7b,ArchivesSpace Digital Objects,Department of Records and Information Services (DORIS),"Displays digital object(s) in table format. The data contains title, digital object identifier, object type, dates and the title and identifier of linked resources.",,323,City Government,1.0,1.0
js7p-g9f6,CDBG-DR Program Categories,Mayor's Office of Management & Budget (OMB),This dataset contains budget allocations for the Community Development Block Grant -Disaster Recovery grant funding. The reporting unit for funding amount is listed in millions. Updates to this information requires an amendment to the CDBG-DR Action Plan. Please refer to the CDBG-DR Webpage for updated publications: https://www1.nyc.gov/site/cdbgdr/action-plan/action-plan page.  This dataset is usually updated quarterly.,,146,City Government,1.0,1.0
5hsa-dfq5,Pre-Qualified List,Department of Citywide Administrative Services (DCAS),"The Office of Citywide Procurement established a list of pre-qualified general contractors for furnishing all labor, materials and equipment, necessary and required to perform energy efficient work on various capital and expense funded projects throughout the City.",,155,City Government,1.0,0.0
i6ds-scnc,High School Equivalency (HSE) Diplomas Awarded to NYCHA Residents by Council District – Local Law 163,Department of Education (DOE),"This datasets contains information about NYCHA residents who earned a high school equivalency (HSE) diploma in a given year. Only Pathways to Graduation HSE graduates are included. Pathways to Graduation is a full-time free NYC Department of Education program that helps students earn their HSE Diploma. Each row in the dataset represents the number of public housing residents on a Council District-level who earned a HSE diploma through participation in Pathways to Graduation. 
Up until December 2021, in New York State, HSE diplomas were awarded to students who passed the Test Assessing Secondary Completion (TASC) exam. In December 2021 New York Staten transitioned from using the TASC to the GED Test as the state’s HSE exam.
For datasets related to other services provided to NYCHA residents, view the data collection “Services available to NYCHA Residents - Local Law 163”.",,344,Social Services,1.0,1.0
tu4y-7fre,District Resource Statement - MA Enrollees,Human Resources Administration (HRA),"Total MA Enrollees and MA Enrollees who do not receive other Social Service Benefits. For a complete list of District Resource Statement datasets,please follow this link.",,367,Social Services,1.0,1.0
qw7r-btyb,Report to City Council on Use of Psychiatric Medication for Youth in Foster Care,Administration for Children's Services (ACS),This report provides information about the use of psychiatric medication by children in foster care. It is produced in compliance with Local Law 34 of 2022.,,75,Social Services,1.0,1.0
ynaw-bmnm,Workforce 1 for NYCHA Residents by City Council District - Local Law 163,Department of Small Business Services (SBS),"This dataset contains information about the Workforce 1 service, a service offered by the Department of Small Business Services (SBS) that connects New Yorkers to job opportunities. Each row in the dataset represents the number of public housing residents on a City Council District-level who receive or utilize this service.

For datasets related to other services provided to NYCHA residents, view the data collection “Services available to NYCHA Residents - Local Law 163”.",,354,Social Services,1.0,1.0
naib-xtez,2017-2018 Student Discipline Annual Report - D Code,Department of Education (DOE),Student discipline aggregated by discipline code.,,134,Education,1.0,0.0
2zdm-jpub,2017- 2018 Class Size Report City K-8 Average Class Size,Department of Education (DOE),2017- 2018 Class Size Report City K-8 Average Class Size,,430,Education,1.0,0.0
xdzg-dnpg,Asset Management Executive Summary - Agency Assets by Project Type and Class,Mayor's Office of Management & Budget (OMB),"This dataset contains information for a select number of agencies, showing the number of assets owned by each Agency which are included in the Asset Management inventory. The assets are sorted by project type and class. The dataset is updated once a year.",,604,City Government,1.0,1.0
pgun-i6u7,2015-16 Demographic Data - Grades K-8 Special Programs,Department of Education (DOE),,,770,Education,1.0,0.0
47g8-ngxw,2018 - 2019 Average Class Size City K8,Department of Education (DOE),"2018-19 Preliminary Class Size Report School K-8 Average Class Size 

General Education and Integrated Co-Teaching (ICT) classes and course sections with more than 100 students or fewer than seven students are excluded from this report, as are self-contained courses with fewer than two students",,377,Education,1.0,0.0
xsmd-g5j6,2014-15 Graduation Outcomes - ELL,Department of Education (DOE),,,421,Education,1.0,0.0
puec-8mer,2018 - 2019 Average Class Size School MSHS,Department of Education (DOE),"2018-19 Preliminary Class Size Report Middle School and High School Core Average Class Size 
""• Core courses identified as English, Math, Social Studies, and Science classes for grades 6-12, where available in the scheduling application
General Education and Integrated Co-Teaching (ICT) classes and course sections with more than 100 students or fewer than seven students are excluded from this report, as are self-contained courses with fewer than two students",,289,Education,1.0,0.0
nbdj-ya9f,2008-2009 VADIR INCIDENTS,Department of Education (DOE),Violent and Disruptive Incidents,,439,Education,1.0,0.0
iw4r-p85g,Expense Budget-Debt Service Agency OTPS Detail,Mayor's Office of Management & Budget (OMB),"The Debt Service Agency OTPS detail lays out the various expense and funding line items for Agency 099. It further compares the Adopted Budget, Current Modified Budget for the Current Year, and the Executive or Adopted Budget for the next fiscal year.  All amounts are in dollars and information is updated twice per year at the Executive and Adopted budgets.",,243,City Government,1.0,1.0
7scx-rfrp,2017 Diversity Report K-8 - Special Programs,Department of Education (DOE),,,473,Education,1.0,0.0
qxzj-vkn2,2021 Campaign Expenditure,Campaign Finance Board (CFB),Expenditures of 2021 Election campaign.,,137,City Government,1.0,0.0
mmvm-mvi3,2015 2016 Local Law 60 Summary,Department of Education (DOE),Local Law 60 Summary Data,,429,Education,1.0,0.0
f3u3-q8ea,2006 - 2011 English Language Arts (ELA) Test Results by Grade - School level - by English Proficiency Status,Department of Education (DOE),"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.
In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam.",,1083,Education,1.0,0.0
vk6p-jwjf,Financial Services for NYCHA Residents by Council District - Local Law 163,Department of Consumer and Worker Protection (DCWP),"This datasets contains information about NYCHA residents’ use of:

a) NYC Financial Empowerment Centers: a program that provides free, one-on-one professional financial counseling and coaching to all NYC residents. Each row in the dataset represents the number of NYCHA residents on a Borough-level who utilized this service;

b) EmpoweredNYC: is an initiative to assist New Yorkers with disabilities and their families to better manage their finances and become more financially stable. Each row in the dataset represents the number of NYCHA residents on a Borough-level who utilized this service; 

c) Student Loan Debt clinic: is an initiative to help New Yorkers understand their student loans and how to repay them. Each row in the dataset represents the number of NYCHA residents on a Borough-level who utilized this service; and 

d) Ready to Rent: a program providing free one-on-one financial counseling to New Yorkers seeking to apply for affordable housing units through HPD’s Housing Connect lottery. Each row in the dataset represents the number of NYCHA residents on a Borough-level who utilized this service.

The dataset is part of the annual report compiled by the Mayor’s Office of Operations as mandated by the Local Law 163 of 2016 on different services provided to NYCHA residents. See other datasets in this report by searching the keyword “Services available to NYCHA Residents - Local Law 163 (2016)” on the Open Data Portal.",,170,City Government,1.0,1.0
7k2e-ht2j,2017 - 2018 November2017 Avg Class Size District K8 - Open Data Portal,Department of Education (DOE),K8 Class Size Reports - Aggregated by District,,610,Education,1.0,0.0
ws4r-n9v4,"DOHMH and DEP Waterborne Disease Risk Assessment Program Annual Report Data: Percentage of interviewed cryptosporidiosis case-patients reporting selected potential risk exposures before disease onset, by Immune Status",Department of Health and Mental Hygiene (DOHMH),,,774,,1.0,0.0
reri-chf8,2017 Diversity Report 9-12 - District,Department of Education (DOE),,,858,Education,1.0,0.0
4e3j-75af,2018-2019 Students in Temporary Housing - School,Department of Education (DOE),"Statistics for Fiscal Year 2018-2019 of Students in temporary housing reported by district, borough, school. Includes varying types of housing such as shelters, DHS shelters, Non-DHS shelters, temporary housing. Incudes if students are doubled up in other types of temporary housing.",,202,Education,1.0,0.0
9tnu-6rdi,High School Equivalency (HSE) Diplomas Awarded to NYCHA Residents by NYCHA Development – Local Law 163,Department of Education (DOE),"This datasets contains information about NYCHA residents who earned a high school equivalency (HSE) diploma in a given year. Only Pathways to Graduation HSE graduates are included. Pathways to Graduation is a full-time free NYC Department of Education program that helps students earn their HSE Diploma. Each row in the dataset represents the number of public housing residents on a NYCHA Development-level who earned a HSE diploma through participation in Pathways to Graduation. 
Up until December 2021, in New York State, HSE diplomas were awarded to students who passed the Test Assessing Secondary Completion (TASC) exam. In December 2021 New York Staten transitioned from using the TASC to the GED Test  as the state’s HSE exam.
For datasets related to other services provided to NYCHA residents, view the data collection “Services available to NYCHA Residents - Local Law 163”.",,368,Social Services,1.0,0.0
8fcu-mcx2,FY2018 MMR Agency Resources,Mayor's Office of Operations (OPS),"NYC agency resources from the FY18 Mayor's Management Report (MMR), including expenditures (includes all funds), personnel, revenue and paid overtime.",,641,City Government,1.0,1.0
herb-qubg,2015 - 2016 Co-Location Reports,Department of Education (DOE),"New York City Department of Education Demographic Snapshot and Student Achievement Data, School summary (District and Charter and results for All Co-Located Schools)",,347,Education,1.0,0.0
n9yn-6q3f,2015 2016 Student Discipline Annual Report - R P S TOTALS,Department of Education (DOE),Student Discipline Annual Report - Removals Principals/Supt TOTALS,,1261,Education,1.0,0.0
k5xr-vi4c,2015-16 Guidance Counselor Reporting - Post Secondary Planning,Department of Education (DOE),,,646,Education,1.0,0.0
m46f-nmju,DOE Funding Sources,Mayor's Office of Management & Budget (OMB),"This dataset, updated annually, shows Department of Education funding sources by fiscal year. City funds include TFA and GO debt service, pensions, and other fringe. State funds include debt service and pensions. Dollars are in billions.",,293,City Government,1.0,1.0
qjx7-9mep,2013-2017 Borough Math Results - All,Department of Education (DOE),"New York City data and trends for state assessment results of math test for grades 3 through 8. Data’s disaggregated by borough, by all students, ethnicity, economic status, gender, English language limited and students with disabilities.",,764,Education,1.0,0.0
q7r2-64fm,2015 2016 Student Discipline Annual Report - Students In Temporary Housing,Department of Education (DOE),Student Discipline Annual Report - Students In Temporary Housing,,994,Education,1.0,0.0
utpp-yxuj,Businesses Receiving Training Fund Awards,Department of Small Business Services (SBS),Listing of Businesses which received an Award from the Training Funds Program.,,141,City Government,1.0,1.0
u7tg-8kia,2017 - 2018 Diversity Reports Special Programs K -8,Department of Education (DOE),Demographic information on special programs in K-8 schools,,363,Education,1.0,0.0
4jus-39vu,2018 - 2019 Average Class Size District K8,Department of Education (DOE),"Class size information on K-8 classes by the district
General Education and Integrated Co-Teaching (ICT) classes and course sections with more than 100 students or fewer than seven students are excluded from this report, as are self-contained courses with fewer than two students",,459,Education,1.0,0.0
ybcb-4665,2013-2017 School ELA Results - SWD,Department of Education (DOE),,,504,Education,1.0,0.0
v6g5-uh5z,FY2018 MMR Agency Services and Goals,Mayor's Office of Operations (OPS),Goals and services for agencies as defined by the Mayor's Management Report (MMR),,433,City Government,1.0,1.0
scfi-iv96,2013-2017 ELA Test Results by Grade - Districts - All,Department of Education (DOE),"Latest available data and trends in the state assessment results of English Language Arts for grades 3rd through 8th by district, grade and year in following categories (all students, ethnicity, econ_status, gender, Ever_ELL, students with disabilities).",,913,Education,1.0,0.0
8fwe-y7ui,2017 -2018 Diversity Report K - 8 School,Department of Education (DOE),Demographic information on DOE schools with grades K-8,,287,Education,1.0,0.0
76hw-72td,NYCgov Poverty Measure Data (2017),Mayor's Office for Economic Opportunity,"American Community Survey Public Use Micro Sample, augmented by NYC Opportunity.",,172,City Government,1.0,0.0
af2s-4k4p,DVS Resource Map,Department of Veterans’ Services (DVS),"Assistance requests for services, care, or resources supported via phone, in-person, postal mail or electronic mail. Assistance and support involve connecting City veterans and their families to a coordinated network of public, private and non-profit organizations.",,2634,Social Services,1.0,1.0
3pge-73vq,2013-2017 District ELA Results - Economic,Department of Education (DOE),,,895,Education,1.0,0.0
2vr2-vcvz,NYC Covered Building's List (2010),Mayor's Office of Climate and Sustainability,The covered building list identifies properties required to comply with Local Law 84: Benchmarking.,,325,Environment,1.0,0.0
3qwy-zqtv,Watershed Water Quality - Keypoint Qualifiers,Department of Environmental Protection (DEP),"Qualifiers, notes, and additional information regarding the sample data provided or omitted.",,381,Environment,1.0,1.0
73rz-5b7x,Summer Youth Employment Program (SYEP) for NYCHA Residents by Council District - Local Law 163,Department of Youth and Community Development (DYCD),"This dataset contains information about Summer Youth Employment Program (SYEP), a service offered by the Department of Youth and Community Development (DYCD) aimed at getting young New Yorkers paid work experience and career exploration opportunities. Each row in the dataset represents the number of public housing residents on a Council District-level who receive or utilize this service.

For datasets related to other services provided to NYCHA residents, view the data collection “Services available to NYCHA Residents - Local Law 163”.",,59,City Government,1.0,1.0
xkkx-md5q,2013-2017 Borough ELA Results - Economic,Department of Education (DOE),,,976,Education,1.0,0.0
vgmz-py3h,2015 - 2016 Local Law 60 Meal Periods,Department of Education (DOE),Meal Periods,,617,Education,1.0,0.0
5x7b-baa2,2014-2015 School Closure Discharge Reporting - All Boroughs,Department of Education (DOE),"In June 2014, 21 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2013-2014 school year, according to the guidelines set by Local Law 2011/043",,612,Education,0,0
u2su-gdc2,2013-2019 Math Test Results District - SWD/Ethnicity/Gender/Economic Status/ELL/Total of All,Department of Education (DOE),"In 2018, NYSED rescaled the Math and ELA exams to account for a change in test administration from 3 days to 2 days. Therefore, 2018 and 2019 results can be compared to each other but cannot be compared to prior years.  
Starting in 2013, NYSED changed the exams to be Common Core aligned. 
In order to comply with regulations of the Family Educational Rights and Privacy Act (FERPA) on public reporting of education outcomes, 
groups with 5 or fewer tested students are suppressed with an “s”.",,253,Education,1.0,0.0
6wee-b7wf,Capital Grant Awards 2015,Manhattan Borough President (MBPO),"Every year the Manhattan Borough President provides funding in support of various important capital projects throughout Manhattan. This funding is available to city agencies, nonprofit organizations, cultural institutions, and public schools for projects serving New York City purposes.",,556,City Government,1.0,0.0
7jpv-q9e2,2013-2017 School ELA Results - Economic,Department of Education (DOE),,,635,Education,1.0,0.0
cj2p-e3ej,Hazard Mitigation Plan - Mitigation Actions Database (Polygons),NYC Emergency Management (NYCEM),"New York City’s comprehensive effort to reduce or eliminate potential losses from the hazards described in the Hazard Specific section of the website. The map includes existing and completed mitigation actions that will minimize the effects of a hazard event on New York City’s population, economy, property, building stock, and infrastructure. It is the result of a coordinated effort by 46 New York City agencies and partners to develop and implement a broad range of inventive and effective ways to mitigate hazards. Point, line, polygon features and a table for the Mitigation Actions map on the Hazard Mitigation website: www.nychazardmitigation.com/all-hazards/mitigation/actions-map/

This table contains more information on each project: https://data.cityofnewyork.us/City-Government/Hazard-Mitigation-Plan-Mitigation-Actions-Database/veqt-eu3t",,208,City Government,1.0,0.0
fm6n-5jvy,2015-16 Demographic Data - Grades K-8 District,Department of Education (DOE),,,662,Education,1.0,0.0
a2pm-dj2w,2018 Local Law 163 TASC Report,Department of Education (DOE),"This dataset contains information about NYCHA residents who passed the Test Assessing Secondary Completion (TASC) exam, exams that assess if an exam-taker has the required knowledge to receive a high school equivalency certification, for Calendar Year 2018. This number only includes Pathways to Graduation students who passed TASC in 2018. Pathways to Graduation is a full-time free program that helps students earn their High School Equivalency Diploma.",,257,Education,1.0,0.0
s7cx-86ha,2018 -2019 SQG EC,Department of Education (DOE),2018-19 School Quality Guide Data for Early Childhood School,,168,Education,1.0,0.0
pjwn-nnx8,2015 - 2016 Career Technical Education Report,Department of Education (DOE),"New York City Department of Education 2015 - 2016 Career Technical Education Report.
Local Law 174, enacted in 2016, requires the Department of Education of the New York City School District to submit to post publicly an annual report on Career and Technical Education (CTE) programs in New York City schools. Note that this report covers the 2015-16 academic year.
This report provides information about CTE programs and students in CTE programs and CTE-designated high schools, as defined in Local Law 174. The report also includes information regarding the number of applicants to CTE-designated schools, the graduation outcomes of CTE-designated high schools, the number and ratio of certified CTE instructors at schools offering CTE, and Professional Development (PD) offerings related to CTE",,324,Education,1.0,0.0
q7f5-jwds,BP Appointments - Brooklyn Public Library (BPL) Board,Brooklyn Borough President (BPBK),This dates set represents Brooklyn Borough President appointee to the Brooklyn Public Library Board.The data is collected to keep track of Borough President's appointees. The data is collected via appointment.,,316,Education,1.0,0.0
87b8-3t9t,2015-16 Demographic Data - Grades 9-12 District,Department of Education (DOE),,,741,Education,1.0,0.0
cah7-vgge,2015 - 2016 School Closure Discharge By SWD,Department of Education (DOE),"New York City public schools closed for poor performance. This report provides data regarding students enrolled in these schools during the school year, according to the guidelines set by Local Law 043",,443,Education,1.0,0.0
fxdy-sbkv,2022 Open Data Plan: Future Releases,Office of Technology and Innovation (OTI),"The collection of datasets set to be released on the Open Data Portal, according to the 2022 Open Data Plan.",,27,City Government,1.0,1.0
kjpz-79mu,2015-16 Student Discipline Annual Report - AGE,Department of Education (DOE),,,542,Education,1.0,0.0
48ka-f6z6,2013-2017 Borough Math Results - Gender,Department of Education (DOE),,,1052,Education,1.0,0.0
54k3-2wtq,2013-2017 Citywide ELA Results - Economic,Department of Education (DOE),,,815,Education,1.0,0.0
t5w8-y8xf,2012 2013 Co- Location Memorandums,Department of Education (DOE),2012 2013 Co-Location Memorandums,,604,Education,1.0,0.0
g6f6-qpfi,2013-2017 Citywide Math Results - Gender,Department of Education (DOE),,,995,Education,1.0,0.0
xagh-idmf,2017 NYC Open Data Plan: Removed Datasets,Office of Technology and Innovation (OTI),An inventory of data sets removed in the 2017 update to the Open Data Plan.,,814,City Government,1.0,0.0
ezaf-3uhs,2015-16 Class Size Report - MS And HS Average,Department of Education (DOE),,,605,Education,1.0,0.0
7jzh-b7rq,2012-2013 CLASS SIZE REPORT SCHOOL LEVEL DETAIL,Department of Education (DOE),"Average class sizes for each school, by grade and program type (General Education, Self-Contained Special Education, Collaborative Team Teaching (CTT)) for grades K-9 (where grade 9 is not reported by subject area).",,383,Education,1.0,0.0
5r8r-e7i6,2015 - 2016 School Closure Discharge Reporting District SWD,Department of Education (DOE),"New York City public schools closed for poor performance. This report provides data regarding students enrolled in these schools during the school year, according to the guidelines set by Local Law 043",,412,Education,1.0,0.0
pkhy-wwga,2017- 2018 Class Size Report District K-8 Average Class Size,Department of Education (DOE),2017- 2018 Class Size Report District K-8 Average Class Size,,392,,1.0,0.0
2p64-jbjs,2013-2017 ELA Test Results by Grade - Citywide - All,Department of Education (DOE),"Latest available data and trends in the state assessment results of English Language Arts for grades 3 through 8 by year and following categories (all students, ethnicity, econ_status, gender, Ever_ELL, students with disabilities).",,1105,Education,1.0,0.0
shc3-rmhi,2013 - 2018 Citywide Math Results,Department of Education (DOE),Citywide results on the New York State (NYS) Math exam,,779,Education,1.0,0.0
cwg5-cqkm,DOF: Cooperative Comparable Rental Income – Queens – FY 2008/2009,Department of Finance (DOF),"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Schedule: Annually",,1779,Housing & Development,1.0,0.0
rqjq-29wc,2013-2017 School Math Results - EvELL,Department of Education (DOE),,,485,Education,1.0,0.0
pchn-eaxn,2016 Public Data File Parent,Department of Education (DOE),"2016 NYC School Survey parent data for all schools
To understand the perceptions of families, students, and teachers regarding their school.  School leaders use feedback from the survey to reflect and make improvements to schools and programs. Also, results from the survey used to help measure school quality. 
Each year, all parents, teachers, and students in grades 6-12 take the NYC School Survey. The survey is aligned to the DOE's Framework for Great Schools. It is designed to collect important information about each school's ability to support student success.",,351,Education,1.0,0.0
5hiy-kwc2,2013-2017 Borough ELA Results - Gender,Department of Education (DOE),,,1470,Education,1.0,0.0
vacq-ce69,2015-2016 Suspension Report NYPD Contacts - ELL,Department of Education (DOE),"Suspensions reported by Student in Temporary Housing (STB), Student with Disabilities, Race, Gender, English Language Learner (ELL), Date of Birth, Grade Level",,513,Education,1.0,0.0
e7rh-dmb4,2013-2017 Citywide Math Results - Ethnic,Department of Education (DOE),,,778,Education,1.0,0.0
xjtr-h2x2,Historical Medallion Drivers – Passenger Assistance Trained 2018,Taxi and Limousine Commission (TLC),This list contains information on the status of current medallion drivers who had completed Passenger Assistance Training. This list is accurate to the date and time represented in the Last Date Updated and Last Time Updated fields. To view the latest list please visit https://data.cityofnewyork.us/Transportation/Medallion-Drivers-Passenger-Assistance-Trained/td5q-ry6d/,,220,Transportation,1.0,0.0
3nw7-5vkw,2013-2017 Citywide ELA Results - Ethnic,Department of Education (DOE),,,1004,Education,1.0,0.0
9sji-jws4,2016-2017 Student Discipline Annual Report - GENDER,Department of Education (DOE),"Student discipline annual report by gender aggregated by removals, principal and/or superintendent intervention and expulsions.",,586,Education,1.0,0.0
3cyv-4ghv,2017-2018 Students with Multiple Removals or Suspensions - GENDER,Department of Education (DOE),"Students with two or more suspensions and/or removals annual report aggregated by gender, district, borough, school number.",,289,Education,1.0,0.0
hcf7-jp2y,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE),"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.
In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam.",,1311,Education,1.0,0.0
e544-259w,2013-2017 District Math Results - Ethnic,Department of Education (DOE),,,845,Education,1.0,0.0
2jne-kr3f,2014-2015 School Closure Discharge Reporting - Attendance,Department of Education (DOE),"In June 2015, 18 New York City public schools closed for poor performance.  This report provides data regarding students enrolled in these schools during the 2014-2015 school year, according to the guidelines set by Local Law 2011/043",,1075,Education,1.0,0.0
mfxb-aygx,Shapefiles of BOA and Community Brownfield Planning Areas - OER Community Grant Projects,Mayor’s Office of Environmental Remediation (MOER),GIS shapefiles showing the areas in NYC where community-based organizations have conducted planning studies or used OER community brownfield pre-development grants.,,149,Environment,1.0,0.0
jfxy-gtd7,FY2022 MMR Agency Performance Indicators,Mayor's Office of Operations (OPS),"NYC agency performance indicators from the FY2022 Mayor's Management Report (MMR). This dataset reflects measures of agency performance, organized by goal, including five full years of data for the most recent fiscal years wherever available.

The FY2022 MMR, archived reports, and additional information is available at https://www1.nyc.gov/site/operations/performance/mmr.page or dmmr.nyc.gov.",,78,City Government,1.0,1.0
9btm-sxj3,2015 2016 Student Discipline Annual Report - IEP,Department of Education (DOE),Student Discipline Annual Report - IEP,,1129,Education,1.0,0.0
pvxf-9irb,BP Appointments - BIDS,Brooklyn Borough President (BPBK),"This dates set represents BIDS in the Borough of Brooklyn.  The data is collected to keep track of the BIDS, which includes there leadership, address, contact, appointees and liaisons assigned to the BID.",,467,Housing & Development,1.0,0.0
95u9-kyyu,BP Appointments - DYCD Neighborhood Advisory Board (NABS),Brooklyn Borough President (BPBK),"This dates set represents Borough President appointee DYCD (Neighborhood Advisory Board ). NABs serve Neighborhood Development Areas (NDAs), which are low-income neighborhoods designated as needing community development support. NAB members are responsible for helping to identify the needs of their local communities. DYCD takes their findings into consideration when allocating federal Community Services Block Grant (CSBG) funding.",,237,Education,1.0,0.0
